	가게	주소	테마
917	못잊어 감자탕	제주특별자치도 제주시 서광로32길 35	"#제주시청 #감자탕 #뼈해장국
#음식 #식당"
918	몽생이	제주특별자치도 제주시 한경면 녹차분재로 628	"#말고기 #샤브샤브 #말고기구이
#음식 #소머리국밥 #김치찌개 #수육"
919	몽키비치클럽 Monkey Beach	서귀포시 중문관광로72번길 29-9	#음식
920	묘한상점 묘한카페	제주특별자치도 서귀포시 성산읍 시흥상동로 87	"#커피 #디저트 #고양이
#베이글 #스무디 #소품 #음식 #차 #청귤차 #녹차 #꽃차 #아메리카노"
921	무거버거	제주특별자치도 제주시 조천읍 조함해안로 356	"#버거 #수제버거 #함덕해수욕장
#양식 #음식 #식당"
922	무뚱 식도락 식당	제주특별자치도 서귀포시 남원읍 태위로689번길 10	"#옥돔 #간장게장 #한식
#음식"
923	무상찻집	제주특별자치도 제주시 서광로5길 10	"#꽃차 #녹차 #전통음료
#흑차 #디저트 #카페 #음식"
924	무진장식당	제주특별자치도 제주시 서광로2길 11-9	"#횟집 #회 #물회
#음식 #광어회 #방어회 #옥돔구이 #회덮밥"
925	문게야	제주특별자치도 제주시 동광로23길 23	"#문어모듬 #문어숙회 #물회
#우럭조림 #우럭매운탕 #음식 #문어 #문어물회 #문어볶음 #횔어우럭매운탕 #해물라면 #한치회 #한치물회 #전복물회 #라면 #한치"
926	문쏘	제주특별자치도 제주시 한림읍 한림상로 15-5	"#황게카레 #퓨전일식 #에그인헬
#음식"
927	문어빵굽는 문빵9 서귀포올레시장	제주특별자치도 서귀포시 중앙로62번길 18	"#문어빵 #빵 #문어
#디저트 #음식 #전통시장 #쇼핑 #상점/상가"
928	문치비 본점	제주특별자치도 서귀포시 신서로32번길 14	"#강정동 #흑돼지 #오겹살
#음식 #식당 #김치찌개 #냉면"
929	미나리	제주특별자치도 제주시 삼무로11길 34	"#사계절 #두루치기 #돼지
#돼지고기 #신제주 #음식 #돼지불백 #식당"
930	미드나잇 제주	제주특별자치도 서귀포시 안덕면 신화역사로304번길 98	"#신화월드 #요리주점 #치킨
#음식 #식당 #파스타"
931	미래뷔페정식	제주특별자치도 서귀포시 516로 200	"#서귀포 #516로 #뷔페
#음식 #식당"
932	미루네	제주특별자치도 제주시 오복4길 5 (이도이동)	"#닭갈비 #등갈비 #한식
#돼지갈비 #음식 #양념갈비"
933	미미국수	제주특별자치도 제주시 삼성로 39	"#삼설혈 #국수거리 #고기국수
#음식 #식당"
934	미번베트남쌀국수	제주특별자치도 제주시 한림읍 한림로5길 23	"#쌀국수 #반미 #반쎄오
#음식 #소고기쌀국수 #새우볶음밥 #볶음밥 #분짜"
935	미복빈대떡	제주시 신대로16길 49	"#파전 #빈대떡 #막걸리
#굴전 #육전 #음식 #꼬막무침 #해물파전 #부추전 #계란말이 #김치찌개"
936	미소짓는 흑도야지	제주특별자치도 제주시 국기로3길 9	"#흑돼지 #한식 #돼지고기구이
#음식 #오겹살 #삼겹살 #항정살 #가브리살 #흑돼지구이 #돼지구이 #김치찌개 #된장찌개 #냉면"
937	미스틱3도	제주특별자치도 제주시 1100로 2894-49 1층	"#가든뷰 #조각공원 #디저트
#먹이주기체험 #음식 #카페"
938	미원	제주특별자치도 제주시 원노형6길 10	"#해장국 #선지해장국 #국내산육우
#음식"
939	미인계 카페	제주특별자치도 제주시 애월읍 금성1길 29-1	"#카페 #커피 #음료
#음식 #아메리카노 #카페라떼 #카페모카 #청귤차 #에이드 #레몬에이드 #자몽에이드"
940	미쿠니	제주특별자치도 제주시 서흘길 41	"#커피 #밀크티 #디저트
#제주카페 #음식 #식당"
941	미풍해장국 서귀포직영점	제주특별자치도 서귀포시 신동로27번길 12-4	"#서호동 #해장국 #선지해장국
#음식 #식당"
942	민봉태중화요리	제주특별자치도 제주시 연삼로 776 (화북이동)	"#중식 #수타면 #짜장면
#음식 #짬뽕 #고기짬뽕 #해물짬뽕 #해물짜장 #간짜장 #탕수육 #잡채밥 #볶음밥 #새우볶음밥"
943	밀리우	제주특별자치도 서귀포시 표선면 민속해안로 537	"#해산물 #제주제철 식자재 #한우안심 스테이크
#애프터눈티 #호텔레스토랑 #음식"
944	바그다드	제주특별자치도 제주시 서광로32길 38	"#무슬림 #인도요리 #난
#음식 #카레 #치킨"
945	바농	서귀포시 이중섭로 19	"#카페 #음료 #유기농영귤차
#에소밀크티 #봉자주스 #음식"
946	바닐라파레트	제주특별자치도 제주시 진군길 56-2	"#카페 #커피 #디저트
#음식 #아메리카노 #카페라떼 #녹차라떼 #돌체라떼 #딸기라떼 #딸기스무디 #빵 #에그타르트 #strawberrylatte"
947	바다가는길	제주특별자치도 서귀포시 남성중로 40	"#새연교 #서귀포 #카페
#커피 #음료 #티타임 #음식"
948	바다를 본 돼지	제주특별자치도 서귀포시 칠십리로 123	"#흑돼지 #돌솥밥 #해물된장찌개
#음식 #돼지구이 #흑돼지구이 #오겹살 #목살 #된장찌개"
949	바다잔치	제주특별자치도 제주시 탑동로 79	"#갈치조림 #고등어조림 #음식
#갈치 #제주갈치조림 #생선조림"
950	바다제비	제주특별자치도 제주시 한림읍 한림로 640	"#한림 #수제비 #칼국수
#한치파전 #음식 #식당"
951	바라나시 책골목	제주시 동한두기길 35-2	"#짜이 #카페 #음료
#핸드드립 #음식 #핸드드립커피 #커피 #홍차"
952	바람이풀에그림그린날	안덕면 감산서로 59	"#화덕피자 #피자 #유기농커피
#음식 #고르곤졸라화덕피자 #페페로니햄피자 #마르게리타화덕피자"
953	바람카페	제주특별자치도 제주시 516로 3041-15	"#카페 #커피 #드립커피
#에이드 #음식 #핸드드립커피 #아메리카노 #레몬에이드 #차"
954	바램목장&카페	제주특별자치도 서귀포시 안덕면 신화역사로 611	"#목장 #양 #양먹이
#한라봉에이드 #음식 #카페 #아메리카노 #녹차"
955	바로족발보쌈 별관	제주특별자치도 제주시 진군중길 3	"#노형 #별관 #족발
#보쌈 #매족 #순두부찌개 #음식 #식당"
956	바로족발보쌈 본점	제주특별자치도 제주시 진군1길 25	"#노형 #족발 #보쌈
#불족 #음식 #식당"
957	바보라면	제주특별자치도 제주시 구좌읍 해맞이해안로 1016	"#한동리 #해맞이해안로 #해물라면
#음식 #식당 #라면"
958	바삭돈까스 신서귀포점	제주특별자치도 서귀포시 김정문화로 5	"#돈까스 #우동 #나베
#튀김 #맥주 #서귀포 #음식 #식당"
959	바온탑	"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 신화관 제주신화월드 호텔 앤 리조트 1F 스카이풀 옆 바온탑"	"#커플 #친구 #맑음
#휴식/힐링 #인피니티풀바 #음식 #치킨 #와인 #감자튀김 #식당"
960	바우네나주곰탕 삼화점	제주특별자치도 제주시 삼봉로 47	"#삼화 #곰탕 #나주곰탕
#음식 #식당"
961	바위소리	제주특별자치도 제주시 우도면 우도해안길 1112	"#카페 #아이스크림 #땅콩
#커피 #음식 #우도 #빵 #아메리카노"
962	바캉스샤브샤브	제주특별자치도 제주시 조천읍 신북로 595	"#돈샤브 #흑돈샤브 #목돈샤브
#한식 #음식 #샤브샤브"
963	박장군	서귀포시 안덕면 중산간서로 2120	"#흑돼지오겹살 #숯불갈비 #정식
#갈비탕 #옥돔구이 #음식 #생선구이정식 #양념갈비 #돼지구이 #오겹살 #된장찌개"
964	반딧불한담	제주특별자치도 제주시 애월읍 애월로1길 24-11 (애월리)	"#해물탕 #해물뼈찜 #문어라면
#음식 #전복해물탕 #해물전골 #해물찜 #해물뚝배기 #갈치구이 #제주갈치구이 #돈까스 #라면"
965	밤낮가온	제주특별자치도 제주시 도남로 24	"#가정식 #흑돼지플레이트 #새우플레이트
#음식 #가정식카레 #돈가스 #김치찌개"
966	방긋스낵	제주특별자치도 제주시 구좌읍 행원로1길 32-5	"#분식 #월정 #음식
#해물라면 #떡볶이 #즉석떡볶이 #식당 #라면"
967	방듸	제주특별자치도 서귀포시 성산읍 섭지코지로 48	"#카페 #커피 #드립커피
#디저트 #음식 #아메리카노 #핸드드립커피 #팥빙수 #수제마카롱 #수제청"
968	방모루	제주특별자치도 제주시 조천읍 북촌7길 31	"#돌솥전복밥 #회 #돌솥밥
#음식 #옥돔 #옥돔구이 #갈치 #갈치조림 #제주갈치조림 #물회"
969	배롱개	제주특별자치도 제주시 구좌읍 해맞이해안로 434	"#국수 #비빔국수 #고기국수
#성게국수 #냉국수 #음식 #돔베고기 #순대 #국밥"
970	백기해녀의 집	제주특별자치도 서귀포시 성산읍 일출로 88-19	"#매운탕 #전복죽 #칼국수
#횟집 #음식 #성게국 #성게미역국"
971	백리향	제주특별자치도 제주시 조천읍 신북로 244	"#백반 #생선구이 #갈치구이
#옥돔구이 #로컬식당 #음식 #식당"
972	백번가든	제주특별자치도 제주시 애월읍 애월로 120	"#흑돼지 #통오징어 #낙치김치찜
#음식 #김치찜 #갈비 #오겹살 #소곱창전골"
973	뱅인타코	제주특별자치도 서귀포시 대정읍 에듀시티로 74 상가동 101호	"#신화월드 #곶자왈 #산방산
#음식 #식당"
974	버거307	제주특별자치도 제주시 조천읍 조함해안로 504	"#버거 #감자튀김 #생맥주
#양식 #음식 #햄버거스테이크 #햄버거 #치즈버거 #핫도그"
975	버거307 협재점	제주특별자치도 제주시 한림읍 한림로 330	"#협재 #수제버거 #새우버거
#음식 #식당"
976	번개피자	제주특별자치도 서귀포시 안덕면 녹차분재로 218 항공우주박물관 3층	"#피자 #샐러드 #에이드
#음식 #고르곤졸라화덕피자 #화덕피자 #마르게리타화덕피자 #페페로니햄피자"
977	법환어촌계횟집	제주특별자치도 서귀포시 막숙포로 62	"#활어회 #구리돔 #황돔
#횟집 #음식 #회"
978	벙커하우스	제주특별자치도 서귀포시 막숙포로41번길 66	"#벙커하우스 #제주카페 #커피
#음식"
979	베이비카페 어놀	제주특별자치도 제주시 남광로2길 49-27 (이도이동)	"#키즈카페 #볶음밥 #떡볶이
#파스타 #음식 #아메리카노 #카페라떼 #카페모카 #수제돈까스"
980	베이커리 포그	제주특별자치도 제주시 아란7길 10	"#아라동 #빵지순례 #베이커리
#음식 #카페 #빵"
981	베이크샵스니프	제주특별자치도 서귀포시 신서귀로 32	"#베이커리 #시나몬롤 #밀크셰이크
#음식 #빵 #커스터드푸딩"
982	베지그랑	서귀포시 효돈로170번길 20	"#푸드카페 #불고기 #감귝키스카푸치노
#푸드스타일링 #음식 #돈가스 #돈까스"
983	벨라지다	제주특별자치도 서귀포시 안덕면 신화역사로304번길 139	"#제주신화월드 #베이커리 #디저트
#빵 #빵지순례 #음식 #카페"
984	별난카페	제주특별자치도 서귀포시 안덕면 녹차분재로 199	"#커피 #디저트 #빙수
#블루베리피자 #블루베리주스 #음식 #허니브레드 #아메리카노 #피자"
985	별오름 노형점	제주특별자치도 제주시 1100로 3213-27	"#노형동 #정육식당 #흑돼지
#음식 #식당"
986	병천한가네순대국밥	제주특별자치도 서귀포시 중산간동로 8359	"#호근동 #순대국 #해장
#음식 #식당"
987	볕이드는곳벧디	제주특별자치도 제주시 은수길 65	"#통파인애플쥬스 #수목원야시장 #한라수목원
#음식 #식당"
988	보노리미니	제주시 조천읍 조함해안로 504	"#빵집 #베이커리 #디저트
#음식 #빵 #자몽에이드 #블루베리스무디 #아메리카노 #샌드위치 #바닐라라떼 #카페라떼 #에그타르트"
989	보라네	제주특별자치도 제주시 추자면 추자로 96	"#추자정식 #추자매운탕 #추자음식점
#추자식당 #추자도 #음식 #매운탕 #생선구이정식 #닭볶음탕 #찜닭 #닭도리탕 #갈비찜 #삼계탕 #백숙 #식당"
990	보레드베이커스	제주특별자치도 서귀포시 보목로64번길 178	"#베이커리 #카페 #빵
#커피 #디저트 #음료 #서귀포 #제주카페 #음식"
991	보룡제과	제주특별자치도 서귀포시 성산읍 고성오조로 48-1	"#마늘바게트 #인절미빵 #빵지순례
#음식 #카페 #빵 #베이커리"
992	보말고을	제주특별자치도 제주시 애월읍 광령중길 133-1	"#보말 #보말국 #보말칼국수
#몸국 #돔베고기 #음식 #향토음식 #제육볶음 #칼국수"
993	보말보말	제주특별자치도 제주시 애월읍 애월로 57	"#애월 #보말요리 #돌솥밥
#음식 #식당"
994	보말이야기	제주특별자치도 제주시 한림읍 비양도길 14-3	"#한치물회 #칼국수 #향토음식
#보말 #음식 #보말칼국수 #비빔밥 #생선구이정식 #생선조림 #갈치 #갈치구이 #제주갈치구이 #고등어구이 #옥돔구이 #성게미역국 #오분작뚝배기 #한치"
995	보틀앤볼	제주특별자치도 서귀포시 일주동로 8712-2	"#채식주의 #샐러드 #커플
#음식 #스무디 #샌드위치"
996	복단지식당	제주특별자치도 제주시 한림읍 한림북동길 26	"#김치찌개 #된장찌개 #한식
#음식 #정식 #삼겹살 #백반"
997	본가	제주특별자치도 제주시 도남로 103	"#대패삼겹살 #한식 #뼈감자탕
#해장국 #음식 #흑돼지구이 #흑돼지 #된장찌개"
998	본디국수	제주특별자치도 제주시 중앙로 276	"#고기국수 #구제주 #향토음식
#음식 #식당"
999	볼스프로덕션	제주특별자치도 서귀포시 일주서로 626	"#서귀포 #회수동 #디저트카페
#음식 #카페 #아메리카노 #에그타르트 #크로아상"
1000	봉골레밥상	제주특별자치도 제주시 추자면 대서3길 40	"#추자음식점 #추자식당 #추자도식당
#추자순대국밥 #추자몸국 #추자도 #음식 #식당 #소머리국밥"
1001	봉끄랑횟집	제주시 한림읍 한림로 121-3	"#회 #횟집 #갈치조림
#옥돔구이 #전복죽 #음식"
1002	봉쉡망고	제주특별자치도 제주시 구좌읍 월정7길 62-1	"#망고 #카페 #커피
#디저트 #음식 #망고빙수 #망고스무디 #망고에이드 #망고주스 #에이드"
1003	봉이네식당	제주특별자치도 제주시 추자면 신양2길 39	"#추자식당 #추자음식점 #추자육개장
#하추자음식점 #추자도 #음식 #육개장 #두루치기 #식당"
1004	봉자살롱	제주특별자치도 제주시 번영로 540 1층	"#봉개 #커피 #김밥
#분식 #마트 #음식 #식당"
1005	봉주르마담	제주특별자치도 서귀포시 대청로 33	"#빵집 #베이커리 #쨈
#크로와상 #음식 #빵 #아메리카노 #프레즐"
1006	봉플라봉뱅	제주특별자치도 제주시 문송1길 6-1 정인하우스 1층	"#파스타 #스테이크 #와인
#음식 #빵 #꽃등심스테이크 #양식 #양식레스토랑"
1007	뵈뵈	제주특별자치도 제주시 구좌읍 계룡길 73	"#낙지호롱구이 #덮밥 #낙지
#음식"
